deck,front,back,reading,pos,examples,tags
Default,初耳,初次听到。没听说过。,はつみみ,,そういう過去があるとははつみみだった。还是第一次听到有这样的过去。 | 全くのはつみみだ。完全是头一次听说。,"N1,vocab"
Default,初陣,初次上阵。,ういじん,,初陣を飾る。旗开得胜。 | 彼はういじんをいきなり完投で飾った。他初次上阵就出人意料地投完终场。,"N1,vocab"
Default,川端,河边，河畔。,かわばた,,川端柳。河畔柳树。,"N1,vocab"
Default,船着き場,船埠。码头。,ふなつきば,,ふなつきばにフェリーが着岸する。轮渡在船埠靠岸了。,"N1,vocab"
Default,春めく,有春意，有春色。,はるめく,,春めいた風。带着春意的风。,"N1,vocab"
Default,磁気,磁性，磁力。,じき,,じきあらし。磁暴。 | じきテープ。磁带。,"N1,vocab"
Default,次ぐ,①接着，继……之后。,つぐ,,冷害に次ぐ冷害。一次次冻灾接踵而来。 | ほとんど毎日のように戦いに次ぐ戦いだ。差不多天天战斗。 | 失敗につぐ失敗。接二连三的失败。 ②次于。 | 首相に次ぐ地位をしめる。身居仅次于首相的地位。 | 東京につぐ大都会。仅次于东京的大城市。 | それに次ぐ成果。次一等的成绩。 | 三峡ダムにつぐ巨大ダム。仅次于三峡大坝的巨坝。 | 英語についでとくに重要な外国語は中国語だ。次于英语的极为重要的外语是汉语。 | 入選作に次ぐ佳作。仅次于获奖作品的佳作。 | 洪水に次いで伝染病が発生した。洪水过后发生了传染病。,"N1,vocab"
Default,次に,其次，接着，下面。,つぎに,,次に大事なことは…。 其次重要的是……。,"N1,vocab"
Default,次々と,陆续地，一个接一个地。,つぎつぎと,,,"N1,vocab"
Default,次第,①次序。程序。,しだい,,式しだい。仪式的程序。 ②就。立即。 | 雨がやみしだい出発する。雨一停就出发。 | 到着しだい連絡します。一到就和您联系。 | 申込しだい，面接が行われる。报名后就进行面试。 ③看。 | 明日の運動会はお天気しだい。明天的运动会要看天气如何。 | うまくいくかどうかはあなたしだいだ。成功不成功就看你的了。 | 君の腕しだいで採用される。录不录用就看你的水平了。 | 万事は君の決心しだいだ。万事就看你是否下定决心了。 | 決定は君しだいだ。决定权在你。 | 今の世の中は金しだいだ。现在这世道，关键是钱。 ④情况。缘由。 | 事のしだいはこうです。事情的缘由是这样的。 | しだいによっては許さない。如在某种情况下，将无法原谅。,"N1,vocab"
Default,従う,①随。跟随。,したがう,,観光ガイドに従って歩く。跟着导游走。 ②服从。听从。顺从。 | 妻の意見にしたがう。听从妻子的意见。 | 指示にしたがう。服从指示。 | 良心にしたがう。遵从良心。 | 親に従わない。不服从父母。 | 地震の時は誘導に従って下さい。地震时请遵从引导。 | 人の忠告に従って行動する。听从别人的忠告行动。 ③顺。沿。 | 道に従って曲がる。顺着道路拐弯。 | 川の流れにしたがう。顺着河水流向。 ④依照。遵循。遵照。 | 法律にしたがう。依照法律。 | 慣例にしたがう。遵循惯例。 | 先例にしたがう。遵从先例。 | 契約書にしたがう。遵照合同。 ⑤随。 | 時がたつに従って悲しみが薄れる。随着时光流逝，悲伤也被冲淡。 | 年を取るに従って短気になる。随着年纪增大变得没有耐性了。 | 郷に入っては郷に従え。入乡随俗。,"N1,vocab"
Default,粗い,①粗；大。,あらい,,目の粗い網。眼儿大的网。 | 粒が粗い。粒儿大。 ②粗枝大叶。 | 粗い計算。粗枝大叶的计算。 | 細工が粗い。手艺粗糙。 | あらい仕事ぶり。粗杂的工作作风。 ③粗糙。 | 粗い手ざわり。摸着粗糙。 | 表面が粗い紙。正面粗糙的纸。 | きめのあらい肌。粗糙的皮肤。,"N1,vocab"
Default,催す,①举办。,もよおす,,歓迎会をもよおす。举办欢迎会。 | パーティーをもよおす。开派对。 | 屋上で寿司と天麩羅の昼食会をもよおす。在屋顶上举办寿司和天麸罗午餐会。 ②欲…。想…。 | 散歩中，急に便意を催した。散步时，忽然想去厕所了。 | 薄暗い会場で眠気をもよおす。昏暗的会场令人昏昏欲睡。 | そんな話は聞くだけで吐き気をもよおす。那种事只听听就令人作呕。,"N1,vocab"
Default,存分,尽情地。放手。任情。,ぞんぶん,,ぞんぶんにやってくれ。请放手干吧。 | ぞんぶんに食べる。敞开儿吃。 | ぞんぶんに腕をふるう。尽情地发挥本领。 | 思うぞんぶん泣く。尽情地哭。,"N1,vocab"
Default,寸秒,分秒，极短的时间。,すんびょう,,すんびょうを争って応急処置をする。争分夺秒地紧急处理。,"N1,vocab"
Default,寸志,寸心。寸意。小意思。薄礼。,すんし,,,"N1,vocab"
Default,打撲,挫伤。碰伤。打，殴打。,だぼく,,だぼくしょうを受ける。受挫伤。 | 全身打撲で重体。因遍体鳞伤而生命垂危。 | 打撲傷。撞伤，跌打伤。,"N1,vocab"
Default,大いに,大。颇。非常。,おおいに,,おおいに議論する。高谈阔论。 | おおいに飲み食いする。大吃大喝。 | カラオケをおおいに楽しんだ。痛痛快快地唱了一次卡拉。 | おおいに喜ぶ。非常高兴。 | 一つおおいにがんばりましょう。一起加油吧。 | ちょっとしたアドバイスがおおいに役立つ。一点儿建议起了大作用。,"N1,vocab"
Default,大工,木匠。木工。,だいく,,だいく道具。木工工具。 | 日曜だいく。业余木匠。 | だいく仕事をする。干木工活儿。,"N1,vocab"
Default,大黒柱,顶梁柱。支柱。中流砥柱。主心骨。,だいこくばしら,,だいこくばしらとなる。挑大梁。 | 一家のだいこくばしら。一家的顶梁柱。,"N1,vocab"
Default,大筋,梗概。,おおすじ,,おおすじを決める。打谱。 | おおすじで合意する。意见基本一致。 | 協議のおおすじは報告しておいた。协议的梗概已作了汇报。,"N1,vocab"
Default,大判,大张纸，大开本。,おおばん,,大判の絵本大开本的画册。 | 大判洋罫紙大张横格纸。椭圆形大金币。 | 大判座。江户时代管钱的。,"N1,vocab"
Default,大通り,大街。马路。主要街道。,おおどおり,,おおどおりをバイクが爆音たてて走る。摩托车发出轰鸣，奔驰在大道上。 | おおどおりの並木が色づく。大路边的树变黄了。,"N1,vocab"
Default,大望,大志，宏愿。,たいもう,,たいもうを抱く。胸怀大志。,"N1,vocab"
Default,待ち遠しい,一日三秋。巴不得。盼望。,まちどおしい,,春がまちどおしい。盼望着春天到来。 | 高速道路の開通がまちどおしい。高速公路的开通令人望眼欲穿。 | 人気シリーズの最新刊発売がまちどおしい。盼望着受欢迎的那套丛书的新书早日发售。,"N1,vocab"
Default,帯びる,①佩带；携带。,おびる,,剣を帯びる。佩剑。 | ピストルを腰におびる。腰里带着手枪。 | 身に寸鉄を帯びず。手无寸铁。 ②担任，担负，负重。 | 重い任務を帯びる。负有重任。 | 任務をおびる。承担任务。 ③带有，含有。 | 現実味をおびる。带有现实感。 | 赤みを帯びた色。带点红色的颜色。 | マイナスの電気を帯びる。带负电。 | 赤味を帯びた青色。带红的蓝色。 | 顔に憂いをおびる。脸上带着愁容。 | 殺気を帯びている。杀气腾腾。 | 彼は酒気を帯びている。他带有酒气。 | 酒気帯び運転で捕まる。带着酒气开车而被抓。 | その事業は国際的性格をおびるに至っている。那个事业已经具有国际性的意义了。 | 熱気をおびる高級車商戦。热气沸腾的高级轿车贩卖竞争。,"N1,vocab"
Default,丹念,细心。精心。,たんねん,,たんねんに調べる。细心查找。 | たんねんに育てる。精心饲养。 | 職人たちがたんねんに仕上げたこだわりのチョコレートです。工匠们精心制作的味道讲究的巧克力。 | あなたのたんねんなお仕事ぶりには敬服します。你精心的工作，让我佩服。,"N1,vocab"
Default,当たり,①打中，射中，命中。,あたり,,たまの当たりが悪い。子弹打得不准。 ②中彩，中签，中奖。 | 1等の当たりは3名。中头彩（奖）的三人。 ③称心如意，成功。 | その映画は大あたりだった。那个电影非常成功。 | 当たりを取る。如愿。 | こんどの企画はたいへんな当たりだ。这次的规划很成功。 ④着落，头绪。 | 当たりをつける。 | 先摸摸底，先试试看。 | 犯人の当たりがついた。罪犯有了线索。 ⑤待人，对待。 | あたりのやわらかい人。态度和蔼的人。 | 人当たりがいい。待人态度好。 ⑤感觉。 | 当たりのやわらかい肌着。感觉柔软的汗衫。 ⑦味道。 | 口当たり。口味。 | 当たりのやわらかい酒。味道柔和的酒。 ⑦每。 | 1日あたり3回薬を飲む。每天吃三次药。,"N1,vocab"
Default,当たる,①中。碰。,あたる,,ボールが頭にあたる。球碰在头上。 | 足が石に当たった。脚被石头绊着了。 | 3回戦で優勝候補にあたる。第三轮碰上最有希望夺冠的劲敌。 ②中。猜中。 | 予想があたる。猜中。 | 占いがあたる。占卦灵验。 | 当たらずといえども遠からずだ。虽然没有完全猜中也相差不远。八九不离十。 ③ | 宝くじがあたる。中彩。 ④ | 毒にあたる。中毒。 | 魚が当たった。吃鱼中毒了。 ⑤烤。 | 火にあたる。烤火。 ⑤照。 | その部屋は朝は日があたる。这个房间早上阳光好。 | 花に日が当たっている。阳光照在花儿上。 ⑦相当。 | それは総人口の5％にあたる。这个数字相当于总人口的百分之五。 | 今年はその事件から百年目にあたる。今年是那个事件的一百周年。 | 本件は刑法第5条にあたる。这个案子适用于刑法第五条。 ⑧成功。 | 商売があたる。生意兴隆。 | あの映画は当たった。那个电影上映成功。 ⑨担任。承担。 | 交渉にあたる。从事交涉。 | 通訳にあたる。担任翻译。 ⑩つらくあたる。折磨。 | 人につらくあたる。苛待人。 | 雨にあたる。被雨淋了。 | 夜風に当たり酔いをさました。晚风一吹醉意就醒过来了。 | 他の店に当たってみる。去别的店看看。 | あたってくだけよ。当たって砕けよ。奋勇去试试。听天由命碰碰运气。,"N1,vocab"
Default,当て,①目的，目标。,あて,,あてもなく歩く。信步而行。 | どこにも行くあてがない。没地方可去。 | あてがある。心里有数。 ②希望，期待，指望，把握。 | あてにする。依靠，指望。 | 人の助けをあてにする。指望别人的帮助。 | あてが外れる。希望落空。 | ボーナスをあてに車を買った。靠奖金来买汽车。 | あの男はあてにならない。那个男的靠不住。,"N1,vocab"
